Month,Outlet ID,Outlet Name,KA Manager,Segment,Closed Month Volume Actual,Closed Month Volume Target,Closed Month Volume Achievement,Closed Month Visit Completion,Closed Month JP Adherence,Closed Month Fridge Productivity,Closed Month Execution Actual,Closed Month Execution Target,Closed Month Execution Achievement
Feb 2026,1566608,Daron Hotel,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1567318,Hakim Bar and Restaurant,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1756846,Be enat elfgne Bucthery,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2048809,abem Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2050439,Sodere Resort Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2058545,Zemar kurtena Ketfo,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2253691,Kebede G/Wolde,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2756774,Desalegn Butchery,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2756794,Aresema Butchery,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2784511,Zito Lounge,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2876389,Gihon Abisinya Butchery,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2820658,Damo Hotel,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2709078,Hunduman Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1575040,Jamson Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1574246,One View Bar and Restaurant,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1207099,Asko level 5 Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1203914,Electro Commercial,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1062558,Watot lounge,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1048221,Fikere Kunespagna lebu,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1028182,Sheraton Addis Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1024369,Embilta Hotel,Chandra,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1017820,Bisrat Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1015124,Golden plus Bar and Resturant,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1008852,Joni Hotel,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1002533,Lemelem Butchery,Chandra,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1000052,Ananiya Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1000201,Haletawe Ha,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1000482,Capital Hotel and Spa,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001463,Grand Mark Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001498,Al Lebnany Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001526,Genesis Fishe,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001640,Beemnet Bar and Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001664,Yoalu bar and resturant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001697,Airport Motel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001801,Quara Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1002026,Hintsa Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1003655,Nexus Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1005311,Yomana Kitefo Bet,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1005314,Yod Abyssinia cultural Ambassador,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1008531,Trinity Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1008545,Mk`s bar,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1008615,Atlas  International Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1009150,Yilma Butchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1009239,Checheho Yebahil Migb Adarash,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1009386,Southern Addis Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1009720,Sol Dallas,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1010277,Totot Cultural Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1011638,Sidra Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1011696,Panaroma Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1012499,Getfam Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1013578,Fkire kunspagna no 2,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1013652,Addisiniya Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1014435,Lomiyad Supermarket,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1014751,Dawit Brundo,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1016941,Hammer lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1020357,Winner Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025261,Bambis supermarket,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1039556,Mintesinot Butchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1048118,Africana Bar and Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1051669,Ker Yihun Nught Club,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1057642,Befrehot Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1058189,Foyat Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1063353,L and Z China  Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1090850,The Hub Addis Ababa,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1091718,Green Bar and restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1126810,Dusk Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1201359,Pick Pick Supermarket,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1202435,Hundaf bar and resturant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1207997,Damo butchery  (bulbula,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1210611,Yod jame hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1213545,70 Dereja,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1214424,Goro addis butchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1214830,The Chill Spot,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1215088,Best Western Plus Pearl Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1560742,Read Sea Club,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1561673,Chillies Addis Hotel & Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1564382,Kena Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1567781,Cheru medihaniyalem  liyu kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1569906,Bella Pasta,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1571808,Seven Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1571830,Mark Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1575604,Winer  fiyel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1579113,Z Blue one Lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1579550,bricks lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1607919,Hawinet Kurt and kitfo,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1634942,Tripple-e Hotel & Spa,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1655428,Whitehouse Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1812667,Zanzi,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2003128,wecare special kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2060901,Social bar(selo house,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2064187,Bella Pizza And Pasta,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2117654,Blen Lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2123024,Hop Lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2170889,Ende Bate bar,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2221331,Kebede butchery(22,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2230162,Club Toronto,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2275518,Bamies Bistro,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2417722,Fantu Supermarket,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2495983,Hundaf bar no3,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2608618,lexury winner  fiyel bet,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2675988,Tadese Asa Bete,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2725111,Kidanemihret Butchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2730033,Yemechen fiyele bet n 02,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2757908,Tarik Lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2764159,Paris bar(vaccart italian resturant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2773109,Hanot Bar and Restautrant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2780028,12 Menota lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2789793,Mekelite Kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2812402,Zemera Kurte,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2837203,Zegeye kurt bet,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2845807,She Semaneya,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2879434,Doubel Tree by hilton,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2905492,Fikire kunspagna,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2906158,Mesekelgna Leyu Kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2910023,Geche Asa Bete,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2926342,Cheru Adama Special Kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2931271,70 Dereja,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2933482,Chuchu supermarket and restaurant,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2938660,L-classice,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2947304,Noble plate,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2951769,Yebate Kitfo,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2953966,Worka Buna,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2957199,Gashaw Special Kurt,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,16827727,Kot Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2848593,Habesha butchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2828624,Tsina kurt ena kitfo(72),Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2808896,Central butchery,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2722948,Yared Kurt,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2718353,Misale Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2387988,Sheger Kurt,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2336521,Mereb Butchery,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2267797,Beyene leda,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2254017,Fekire  kunespagna,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2211661,Fikre Kunspagna Imperial,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2196866,Yonas chercher buchery no3,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1858638,Erasu Bahiru Deka Butchery,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1216866,On Time,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1215982,Kertina butchery(korean,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1215666,Amene butchery,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1214332,Rebka butchery,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1193110,Mandela bar,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1125112,Ethiolink bar no2,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1091921,Yohannes Kurt,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1010501,Feke Kunspagna,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1003056,Zekir buchery,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1002049,Liya Hotel,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1002033,Snoze Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1002031,Bridge Hotel,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1002025,Wabi Hotel,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001652,Kertina butchery(gerji t,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001466,goro Abiza no1,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1001387,Beyene Lida Lounge,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001385,Betenda Kurt,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1000112,Zegelila Restaurant,Alemayehu,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1000019,Shebel Addis,Alemayehu,Unspecified,0.0,0.0,,,,,,,
Feb 2026,102444,Hill Bottom,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001215,Pasfic Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001971,Yod Abyssinya Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1001973,Archi Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1002921,Ararat Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1005033,yerga Butchery,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1005034,mesklu barand restaurant,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1006224,Soramba Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1019609,Axum Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1019703,Tobia Teji Bet,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1019834,Debredamo Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1020487,yetemche Traditional house,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1022948,Afro politan Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1024024,Sunrise Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1025186,Radisson Blue Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025203,Jupiter International Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025235,Intercontinental Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1025299,Elilly International Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025334,Top one house,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025492,Efoy Pizza,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1048012,Top Ten Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1048859,Holiday hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1049412,Ras Amba Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1050773,Meklit liyu kurt,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1055371,Bellevue Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1057633,Mera bar & restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1066138,Kebede  leyu kurt,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1066344,meskot,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1127393,Kana bar,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1131448,Semur Butchery,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1212855,Mesi Gebeta,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1217404,Semen Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1237297,Berlottue Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1237298,Aselefech Mergiya Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1562274,Bele Kurt And Kutifo,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1569222,Karavan Coffee,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1580041,Green Bush Garden,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1652074,la Mandolin French Restaurant,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1652835,Wegert liyu kurt,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1685640,Noble House,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1716706,Sole Kurt And Kitfo,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1743376,Adu Tg Furnished Apartment,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1775066,2RN Selemon Hotel&Spa,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2026360,fikre kunspagna,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2092084,Akukulu Supermarket,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2273600,Alem Sefa Butchery,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2365391,Harer bar and restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2568496,Henom lounge,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2888215,Dames leyu kurt,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2922321,Summit Valley Lounge,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2928190,Debebe Bar and Restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2935114,Serke addis liyukurt,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2882207,Seye Fenkenk Butcher,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2876726,Andinet kurti & kitfo no2,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2789123,Thrice Brother's Bar,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2675040,Sitota Kurti And Kitfo,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2030063,Ermiyas bar,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2008591,Wendmamachoch Butchery,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1659603,Birrader bar,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1633255,ze bridge bar,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1613091,Haletaw Ha Kurt ena Kitfo,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1593192,Bekiber special kurt ena lounge,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1576119,Haile Grand Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1570898,Fikir Shiromeda Bar &Restaurant,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1569322,Sheger Gebeta,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1233135,Lemore Bar And Restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1225868,Zequals kitfo bet,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1214760,Melala Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1200753,Nakerose kitfo,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1090447,Agape liyukurt,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1026682,Hilton Addis Ababa Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1002113,gaber bar and restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1000089,Messob Habesha Bucher,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1580270,Nor Addis Kurt,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,8078175,Nor shger leyu kurtina,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2417439,kebkab Kurt ena kitfo,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2716057,hailu butchery,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2957911,hailu liyu Kurt ena kitfo,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1018616,foyate bar and restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1001564,chibo lounge,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1025985,Top bar and restaurant,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,1216716,5kilo bar&restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1001326,Addis view Hotel,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1163714,Noah bar&restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1894823,olive&bread Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2674458,harer bar&restaurant,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,2960501,the grand place Hotel,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,296038,Table 5,London,Unspecified,0.0,0.0,,,,,,,
Feb 2026,2739931,Habesha kurt and kitfo,London,Unspecified,0.0,0.0,,,,0.0,,,
Feb 2026,1001998,fike kurt and kitfo,London,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,178430,Faceoff,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,257457,Kategna Bar and Restaurant,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000359,Kaleb Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000401,Beer Garden Inn.,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000403,Bonanza Addis Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000506,Saro-maria Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000507,Friendship Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000762,Relianece hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000770,Ramada Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000772,Yober Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1000814,2000 Habesha Cultural House,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1001071,Antica Bar and Restaurant,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1001090,Bole Wings Bar and Restaurant,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1001703,Ethiopia Hotel No. 2,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1001746,Right Bar and Res,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1001794,Washington Hotel,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1001845,Desalegn Hotel,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1003197,Nega Bonger Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1004020,Kategna Bar and Restaurant,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1004044,Desalech Kitfo bet,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1004409,Megersa Batu,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1005178,Teshomeche Cultural Restaurant,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1008584,Marriott Hotel,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1008894,Kenenisa Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1009121,Foyat Hotel,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1009628,greek club,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1009656,the lions den hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1011735,Sabon Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1011906,Momona Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1011907,Friendship Supermarket,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1014298,Double Black Bar and Restaurant,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1016573,Tya,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1016684,Dreamliner Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1016879,Abem butchery,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1016883,Gize bar,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1016884,Andinet butchery,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1020216,Cleste Hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1020888,meskel flower hotel,Netsanet,Unspecified,0.0,0.0,,,,,,,
Mar 2026,1023050,Rodeo Addis,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
Mar 2026,1024272,Azzeman Hotel,Netsanet,Unspecified,0.0,0.0,,,,0.0,,,
